InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,InvoiceMonth,CohortMonth,CohortIndex
557397,23208,LUNCH BAG VINTAGE LEAF DESIGN,1,2011-06-20 11:23:00,1.65,17897,United Kingdom,1.65,2011-06,2010-12,6
569136,22884,NUMBER TILE VINTAGE FONT 5,1,2011-09-30 14:41:00,1.95,15834,United Kingdom,1.95,2011-09,2011-03,6
577728,22379,RECYCLING BAG RETROSPOT,3,2011-11-21 12:52:00,2.1,17811,United Kingdom,6.3,2011-11,2011-01,10
575923,23202,JUMBO BAG VINTAGE LEAF,10,2011-11-11 17:11:00,2.08,17069,United Kingdom,20.8,2011-11,2011-04,7
575726,22941,CHRISTMAS LIGHTS 10 REINDEER,1,2011-11-10 19:12:00,8.5,16791,United Kingdom,8.5,2011-11,2011-01,10
538518,21872,GLAMOROUS  MUG,1,2010-12-12 16:14:00,1.25,14505,United Kingdom,1.25,2010-12,2010-12,0
581334,23548,WRAP MAGIC FOREST,25,2011-12-08 12:07:00,0.42,17841,United Kingdom,10.5,2011-12,2010-12,12
543111,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2,2011-02-03 12:44:00,3.75,15719,United Kingdom,7.5,2011-02,2011-01,1
560690,22383,LUNCH BAG SUKI DESIGN,10,2011-07-20 12:00:00,1.65,16807,United Kingdom,16.5,2011-07,2011-03,4
569528,23439,HAND WARMER RED LOVE HEART,5,2011-10-04 14:53:00,2.1,16242,United Kingdom,10.5,2011-10,2011-10,0
568061,23199,JUMBO BAG APPLES,1,2011-09-23 13:12:00,2.08,16910,United Kingdom,2.08,2011-09,2011-09,0
537606,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2010-12-07 13:16:00,2.95,15002,United Kingdom,56.05,2010-12,2010-12,0
568781,23160,REGENCY TEA SPOON,120,2011-09-29 08:28:00,1.04,14952,United Kingdom,124.8,2011-09,2011-02,7
570646,21733,RED HANGING HEART T-LIGHT HOLDER,6,2011-10-11 12:49:00,2.95,12824,United Kingdom,17.7,2011-10,2011-10,0
556041,20711,JUMBO BAG TOYS,2,2011-06-08 12:44:00,2.08,17954,United Kingdom,4.16,2011-06,2011-01,5
574575,22571,ROCKING HORSE RED CHRISTMAS,34,2011-11-04 17:03:00,0.85,14971,United Kingdom,28.9,2011-11,2011-10,1
557129,84997D,CHILDRENS CUTLERY POLKADOT PINK,1,2011-06-16 19:59:00,4.15,17841,United Kingdom,4.15,2011-06,2010-12,6
573576,23308,SET OF 60 VINTAGE LEAF CAKE CASES,1,2011-10-31 14:09:00,1.25,14096,United Kingdom,1.25,2011-10,2011-09,1
563026,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,2011-08-11 14:04:00,2.08,15747,United Kingdom,20.8,2011-08,2011-06,2
554104,22654,DELUXE SEWING KIT,6,2011-05-22 14:03:00,5.95,12705,Germany,35.7,2011-05,2010-12,5
574898,23439,HAND WARMER RED LOVE HEART,8,2011-11-07 15:07:00,2.1,16242,United Kingdom,16.8,2011-11,2011-10,1
539322,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1,2010-12-16 19:22:00,2.55,14713,United Kingdom,2.55,2010-12,2010-12,0
560790,22423,REGENCY CAKESTAND 3 TIER,16,2011-07-21 10:29:00,10.95,14051,United Kingdom,175.2,2011-07,2010-12,7
576909,23480,MINI LIGHTS WOODLAND MUSHROOMS,4,2011-11-17 09:49:00,3.75,12471,Germany,15.0,2011-11,2010-12,11
561874,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-07-31 12:02:00,0.95,16255,United Kingdom,0.95,2011-07,2010-12,7
571240,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,2011-10-14 14:55:00,3.75,12562,France,15.0,2011-10,2011-06,4
576345,22818,CARD CHRISTMAS VILLAGE,12,2011-11-14 15:37:00,0.42,12374,Austria,5.04,2011-11,2011-11,0
574544,21880,RED RETROSPOT TAPE,24,2011-11-04 14:49:00,0.65,17084,United Kingdom,15.6,2011-11,2011-11,0
537813,22834,HAND WARMER BABUSHKA DESIGN,24,2010-12-08 13:38:00,2.1,18259,United Kingdom,50.4,2010-12,2010-12,0
543587,21500,PINK POLKADOT WRAP,25,2011-02-10 11:39:00,0.42,12561,Germany,10.5,2011-02,2011-02,0
572321,23469,CARD HOLDER LOVE BIRD SMALL,6,2011-10-24 08:59:00,4.15,15592,United Kingdom,24.9,2011-10,2011-10,0
556751,22625,RED KITCHEN SCALES,12,2011-06-14 12:09:00,7.65,15251,United Kingdom,91.8,2011-06,2011-04,2
571837,23082,SET 6 PAPER TABLE LANTERN HEARTS,2,2011-10-19 12:11:00,3.75,16470,United Kingdom,7.5,2011-10,2010-12,10
549548,21714,CITRONELLA CANDLE GARDEN POT,2,2011-04-10 11:35:00,1.25,13548,United Kingdom,2.5,2011-04,2011-04,0
569848,71459,HANGING JAM JAR T-LIGHT HOLDERS,12,2011-10-06 13:48:00,0.85,16316,United Kingdom,10.2,2011-10,2011-05,5
566537,22729,ALARM CLOCK BAKELIKE ORANGE,4,2011-09-13 11:34:00,3.75,13767,United Kingdom,15.0,2011-09,2011-01,8
554325,23079,TOADSTOOL BEDSIDE LIGHT,2,2011-05-23 15:38:00,8.95,12621,Germany,17.9,2011-05,2010-12,5
569219,22662,LUNCH BAG DOLLY GIRL DESIGN,2,2011-10-02 13:01:00,1.65,13558,United Kingdom,3.3,2011-10,2011-10,0
549901,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,2011-04-12 16:17:00,1.25,17180,United Kingdom,30.0,2011-04,2011-01,3
565114,22209,WOOD STAMP SET HAPPY BIRTHDAY,12,2011-09-01 11:15:00,0.83,13588,United Kingdom,9.96,2011-09,2011-07,2
543459,22540,MINI JIGSAW CIRCUS PARADE,24,2011-02-08 13:28:00,0.42,12599,France,10.08,2011-02,2011-02,0
570218,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2011-10-09 12:20:00,2.95,16873,United Kingdom,35.4,2011-10,2010-12,10
577402,22505,MEMO BOARD COTTAGE DESIGN,3,2011-11-20 10:11:00,4.95,15465,United Kingdom,14.85,2011-11,2010-12,11
572764,22360,GLASS JAR ENGLISH CONFECTIONERY,12,2011-10-26 09:58:00,2.95,15110,United Kingdom,35.4,2011-10,2011-10,0
568896,22727,ALARM CLOCK BAKELIKE RED,1,2011-09-29 13:13:00,3.75,16361,United Kingdom,3.75,2011-09,2011-09,0
547379,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,2011-03-22 15:13:00,2.95,12720,Germany,17.7,2011-03,2010-12,3
577228,23008,DOLLY GIRL BABY GIFT SET,1,2011-11-18 12:07:00,16.95,12391,Cyprus,16.95,2011-11,2011-11,0
566326,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-09-12 12:11:00,2.95,16211,United Kingdom,17.7,2011-09,2011-09,0
571556,21238,RED RETROSPOT CUP,8,2011-10-18 09:24:00,0.85,12662,Germany,6.8,2011-10,2010-12,10
540980,84378,SET OF 3 HEART COOKIE CUTTERS,5,2011-01-12 15:22:00,1.25,14514,United Kingdom,6.25,2011-01,2011-01,0
545883,85180A,RED HEARTS LIGHT CHAIN,3,2011-03-07 15:40:00,4.65,15974,United Kingdom,13.95,2011-03,2011-03,0
571067,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-10-13 15:08:00,2.95,16793,United Kingdom,17.7,2011-10,2011-10,0
569402,22457,NATURAL SLATE HEART CHALKBOARD,6,2011-10-04 09:00:00,2.95,12413,France,17.7,2011-10,2011-01,9
538353,84596F,SMALL MARSHMALLOWS PINK BOWL,72,2010-12-10 15:31:00,1.06,13798,United Kingdom,76.32,2010-12,2010-12,0
563638,22407,MONEY BOX FIRST AID DESIGN,1,2011-08-18 10:36:00,1.25,15311,United Kingdom,1.25,2011-08,2010-12,8
564537,23203,JUMBO BAG VINTAGE DOILY,1,2011-08-25 15:18:00,2.08,15550,United Kingdom,2.08,2011-08,2011-06,2
544931,48111,DOORMAT 3 SMILEY CATS,2,2011-02-24 18:59:00,7.95,13501,Switzerland,15.9,2011-02,2011-02,0
538715,22605,WOODEN CROQUET GARDEN SET,2,2010-12-14 11:03:00,14.95,14907,United Kingdom,29.9,2010-12,2010-12,0
576053,22633,HAND WARMER UNION JACK,4,2011-11-13 14:53:00,2.1,16726,United Kingdom,8.4,2011-11,2010-12,11
560991,23292,SPACEBOY CHILDRENS CUP,8,2011-07-22 13:29:00,1.25,12438,Norway,10.0,2011-07,2011-07,0
562128,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2011-08-03 09:07:00,5.45,16150,United Kingdom,16.35,2011-08,2010-12,8
540999,22511,RETROSPOT BABUSHKA DOORSTOP,24,2011-01-13 10:08:00,1.25,13694,United Kingdom,30.0,2011-01,2010-12,1
547556,21473,SWEETHEART CREAM STEEL TABLE RECT,1,2011-03-23 16:45:00,19.95,17250,United Kingdom,19.95,2011-03,2011-03,0
569219,22423,REGENCY CAKESTAND 3 TIER,1,2011-10-02 13:01:00,12.75,13558,United Kingdom,12.75,2011-10,2011-10,0
565421,21469,POLKA DOT RAFFIA FOOD COVER,1,2011-09-04 12:10:00,3.75,16744,United Kingdom,3.75,2011-09,2011-07,2
546155,82552,WASHROOM METAL SIGN,12,2011-03-10 08:29:00,1.45,15632,United Kingdom,17.4,2011-03,2011-03,0
575481,21935,SUKI  SHOULDER BAG,10,2011-11-09 16:28:00,1.65,15679,United Kingdom,16.5,2011-11,2011-11,0
572317,23557,LANDMARK FRAME BAKER STREET,1,2011-10-23 16:13:00,12.5,14629,United Kingdom,12.5,2011-10,2011-10,0
537023,22457,NATURAL SLATE HEART CHALKBOARD,1,2010-12-03 16:02:00,2.95,16725,United Kingdom,2.95,2010-12,2010-12,0
572283,85049G,CHOCOLATE BOX RIBBONS,2,2011-10-23 11:42:00,1.25,15000,United Kingdom,2.5,2011-10,2011-10,0
570680,23052,RECYCLED ACAPULCO MAT TURQUOISE,1,2011-10-11 15:36:00,8.25,13969,United Kingdom,8.25,2011-10,2010-12,10
572911,22339,CHRISTMAS TREE PAINTED ZINC,20,2011-10-26 16:03:00,0.19,16345,United Kingdom,3.8,2011-10,2011-10,0
556109,22361,GLASS JAR DAISY FRESH COTTON WOOL,6,2011-06-09 07:53:00,2.95,13741,United Kingdom,17.7,2011-06,2011-06,0
578099,22467,GUMBALL COAT RACK,6,2011-11-23 08:05:00,2.55,12452,Switzerland,15.3,2011-11,2011-11,0
543482,22926,IVORY GIANT GARDEN THERMOMETER,2,2011-02-08 17:16:00,5.95,17881,United Kingdom,11.9,2011-02,2011-02,0
570374,84247E,PACK OF 12 CHRISTMAS FUN CARDS,2,2011-10-10 12:34:00,2.95,14719,United Kingdom,5.9,2011-10,2011-04,6
560723,23066,SMALL DECO JEWELLERY STAND,2,2011-07-20 13:53:00,8.25,16464,United Kingdom,16.5,2011-07,2011-07,0
537133,22150,3 STRIPEY MICE FELTCRAFT,1,2010-12-05 12:29:00,1.95,18156,United Kingdom,1.95,2010-12,2010-12,0
579946,22093,MOTORING TISSUE BOX,6,2011-12-01 10:44:00,0.39,15993,United Kingdom,2.34,2011-12,2011-10,2
548987,84988,SET OF 72 PINK HEART PAPER DOILIES,2,2011-04-05 12:50:00,1.45,14535,United Kingdom,2.9,2011-04,2011-04,0
542420,22644,CERAMIC CHERRY CAKE MONEY BANK,4,2011-01-27 18:05:00,1.45,17180,United Kingdom,5.8,2011-01,2011-01,0
550313,22365,DOORMAT RESPECTABLE HOUSE,4,2011-04-17 11:21:00,7.95,12681,France,31.8,2011-04,2010-12,4
554974,22606,WOODEN SKITTLES GARDEN SET,4,2011-05-27 17:14:00,12.75,14031,United Kingdom,51.0,2011-05,2010-12,5
559028,22355,CHARLOTTE BAG SUKI DESIGN,20,2011-07-05 14:27:00,0.85,12839,United Kingdom,17.0,2011-07,2010-12,7
550322,22199,FRYING PAN RED RETROSPOT,1,2011-04-17 12:53:00,4.25,14524,United Kingdom,4.25,2011-04,2010-12,4
556284,22423,REGENCY CAKESTAND 3 TIER,1,2011-06-10 08:54:00,12.75,17115,United Kingdom,12.75,2011-06,2011-04,2
560453,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2011-07-19 09:52:00,2.55,13209,United Kingdom,15.3,2011-07,2011-01,6
581134,21454,PAINTED PINK RABBIT,6,2011-12-07 13:12:00,0.85,16368,United Kingdom,5.1,2011-12,2011-11,1
538108,21802,CHRISTMAS TREE HEART DECORATION,36,2010-12-09 15:23:00,0.42,17456,United Kingdom,15.12,2010-12,2010-12,0
567973,23298,SPOTTY BUNTING,6,2011-09-23 10:17:00,4.95,13994,United Kingdom,29.7,2011-09,2011-09,0
567661,22633,HAND WARMER UNION JACK,1,2011-09-21 15:06:00,2.1,13959,United Kingdom,2.1,2011-09,2010-12,9
576255,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"""" SIGN""",2,2011-11-14 14:09:00,0.39,15993,United Kingdom,0.78,2011-11,2011-10,1
570255,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,18,2011-10-10 09:41:00,2.89,17648,United Kingdom,52.02,2011-10,2011-04,6
538370,21155,RED RETROSPOT PEG BAG,2,2010-12-12 11:06:00,2.1,16923,United Kingdom,4.2,2010-12,2010-12,0
548557,21243,PINK  POLKADOT PLATE,8,2011-04-01 09:56:00,1.69,15018,United Kingdom,13.52,2011-04,2011-04,0
581192,22305,COFFEE MUG PINK PAISLEY DESIGN,12,2011-12-07 17:05:00,2.55,15883,United Kingdom,30.6,2011-12,2011-12,0
562716,22904,CALENDAR PAPER CUT DESIGN,6,2011-08-08 15:35:00,2.95,14257,United Kingdom,17.7,2011-08,2011-01,7
543371,22469,HEART OF WICKER SMALL,4,2011-02-07 14:53:00,1.65,14048,United Kingdom,6.6,2011-02,2011-02,0
575192,22619,SET OF 6 SOLDIER SKITTLES,24,2011-11-09 09:32:00,3.75,16205,United Kingdom,90.0,2011-11,2011-06,5
563572,23077,DOUGHNUT LIP GLOSS,40,2011-08-17 15:00:00,1.25,16734,United Kingdom,50.0,2011-08,2011-08,0
542621,37501,TEA TIME TEA SET IN GIFT BOX,3,2011-01-31 09:05:00,6.95,12528,Germany,20.85,2011-01,2011-01,0
554513,22713,CARD I LOVE LONDON,12,2011-05-24 15:56:00,0.42,14057,United Kingdom,5.04,2011-05,2010-12,5
572867,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,2,2011-10-26 13:19:00,0.85,14598,United Kingdom,1.7,2011-10,2011-10,0
543011,22469,HEART OF WICKER SMALL,12,2011-02-02 13:25:00,1.65,15270,United Kingdom,19.8,2011-02,2011-02,0
575685,23541,WALL ART CLASSIC PUDDINGS,12,2011-11-10 15:57:00,7.45,15694,United Kingdom,89.4,2011-11,2010-12,11
561029,22386,JUMBO BAG PINK POLKADOT,10,2011-07-24 11:25:00,2.08,12490,France,20.8,2011-07,2011-01,6
560449,23028,DRAWER KNOB CRACKLE GLAZE BLUE,12,2011-07-19 09:31:00,1.65,14732,United Kingdom,19.8,2011-07,2011-03,4
541491,15044D,RED PAPER PARASOL,6,2011-01-18 14:04:00,2.95,12510,Spain,17.7,2011-01,2011-01,0
544455,84562A,PINK/WHITE RIBBED MELAMINE JUG,1,2011-02-20 13:18:00,7.95,13097,United Kingdom,7.95,2011-02,2011-01,1
556258,POST,POSTAGE,3,2011-06-09 17:48:00,18.0,12694,France,54.0,2011-06,2011-06,0
564734,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2011-08-28 13:32:00,2.55,12484,Spain,5.1,2011-08,2011-01,7
537022,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,6,2010-12-03 15:45:00,4.25,12725,Italy,25.5,2010-12,2010-12,0
579300,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,21,2011-11-29 11:30:00,0.29,14667,United Kingdom,6.09,2011-11,2010-12,11
565481,23240,SET OF 4 KNICK KNACK TINS DOILY,1,2011-09-05 11:31:00,4.15,16891,United Kingdom,4.15,2011-09,2010-12,9
571461,23086,ZINC  STAR T-LIGHT HOLDER,2,2011-10-17 14:12:00,1.25,16932,United Kingdom,2.5,2011-10,2011-10,0
550997,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,2011-04-26 09:04:00,1.65,17735,United Kingdom,16.5,2011-04,2011-01,3
568168,22580,ADVENT CALENDAR GINGHAM SACK,2,2011-09-25 12:46:00,5.95,15799,United Kingdom,11.9,2011-09,2011-06,3
576052,23292,SPACEBOY CHILDRENS CUP,3,2011-11-13 14:48:00,1.25,15787,United Kingdom,3.75,2011-11,2011-10,1
561803,22435,SET OF 9 HEART SHAPED BALLOONS,12,2011-07-29 14:39:00,1.25,17926,United Kingdom,15.0,2011-07,2011-07,0
536732,20674,GREEN POLKADOT BOWL,8,2010-12-02 12:47:00,1.25,15544,United Kingdom,10.0,2010-12,2010-12,0
563362,21914,BLUE HARMONICA IN BOX,12,2011-08-15 16:13:00,1.25,15114,United Kingdom,15.0,2011-08,2011-05,3
545797,47591D,PINK FAIRY CAKE CHILDRENS APRON,2,2011-03-07 12:17:00,1.95,16225,United Kingdom,3.9,2011-03,2011-03,0
545105,22899,CHILDREN'S APRON DOLLY GIRL,12,2011-02-28 11:58:00,2.1,12598,France,25.2,2011-02,2011-02,0
572703,22966,GINGERBREAD MAN COOKIE CUTTER,2,2011-10-25 14:35:00,1.25,16110,United Kingdom,2.5,2011-10,2011-02,8
549718,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,2011-04-11 15:03:00,2.95,13846,United Kingdom,17.7,2011-04,2010-12,4
558183,22680,FRENCH BLUE METAL DOOR SIGN 5,2,2011-06-27 12:13:00,1.25,15996,United Kingdom,2.5,2011-06,2010-12,6
576593,22944,CHRISTMAS METAL POSTCARD WITH BELLS,30,2011-11-15 14:48:00,0.39,15720,United Kingdom,11.7,2011-11,2011-11,0
555340,22789,T-LIGHT HOLDER SWEETHEART HANGING,4,2011-06-02 11:33:00,1.95,13334,United Kingdom,7.8,2011-06,2011-02,4
555116,23000,TRAVEL CARD WALLET TRANSPORT,4,2011-05-31 15:16:00,0.42,16919,United Kingdom,1.68,2011-05,2010-12,5
566217,DOT,DOTCOM POSTAGE,1,2011-09-09 15:17:00,13.16,14096,United Kingdom,13.16,2011-09,2011-09,0
580279,21789,KIDS RAIN MAC PINK,24,2011-12-02 13:12:00,0.85,15123,United Kingdom,20.4,2011-12,2011-05,7
574501,21365,MIRRORED WALL ART STARS,2,2011-11-04 13:15:00,0.75,12577,France,1.5,2011-11,2010-12,11
567173,23103,JINGLE BELL HEART DECORATION,24,2011-09-18 13:29:00,1.65,16689,United Kingdom,39.6,2011-09,2011-09,0
562602,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,2011-08-08 10:11:00,2.95,12865,Austria,17.7,2011-08,2011-08,0
550161,22568,FELTCRAFT CUSHION OWL,8,2011-04-14 15:58:00,3.75,14154,United Kingdom,30.0,2011-04,2011-04,0
569219,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-10-02 13:01:00,2.95,13558,United Kingdom,2.95,2011-10,2011-10,0
566495,22970,LONDON BUS COFFEE MUG,4,2011-09-13 11:14:00,2.55,15529,United Kingdom,10.2,2011-09,2011-01,8
574292,21992,VINTAGE PAISLEY STATIONERY SET,2,2011-11-03 15:27:00,1.25,16914,United Kingdom,2.5,2011-11,2011-11,0
549412,84212,"ASSORTED FLOWER COLOUR ""LEIS""""""",1200,2011-04-08 11:43:00,0.42,14258,United Kingdom,504.0,2011-04,2011-04,0
555158,22501,PICNIC BASKET WICKER LARGE,2,2011-06-01 08:38:00,9.95,14842,United Kingdom,19.9,2011-06,2011-06,0
577723,21165,BEWARE OF THE CAT METAL SIGN,2,2011-11-21 12:36:00,1.69,16713,United Kingdom,3.38,2011-11,2010-12,11
571670,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,2011-10-18 13:12:00,2.1,12611,Italy,12.6,2011-10,2011-10,0
562348,21932,SCANDINAVIAN PAISLEY PICNIC BAG,20,2011-08-04 12:36:00,1.65,17511,United Kingdom,33.0,2011-08,2010-12,8
572295,23224,CHERUB HEART DECORATION GOLD,5,2011-10-23 13:49:00,0.83,16686,United Kingdom,4.15,2011-10,2010-12,10
555798,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-06-07 11:32:00,0.42,16422,United Kingdom,50.4,2011-06,2010-12,6
561614,23202,JUMBO BAG VINTAGE LEAF,10,2011-07-28 12:50:00,2.08,13871,United Kingdom,20.8,2011-07,2011-03,4
550033,21034,REX CASH+CARRY JUMBO SHOPPER,3,2011-04-14 11:45:00,0.95,15005,United Kingdom,2.85,2011-04,2010-12,4
549690,21901,"KEY FOB , BACK DOOR",1,2011-04-11 13:41:00,0.65,17841,United Kingdom,0.65,2011-04,2010-12,4
575046,47566B,TEA TIME PARTY BUNTING,1,2011-11-08 12:09:00,4.95,15039,United Kingdom,4.95,2011-11,2010-12,11
556099,23237,SET OF 4 KNICK KNACK TINS LEAVES,1,2011-06-08 15:38:00,3.75,13162,United Kingdom,3.75,2011-06,2011-01,5
557670,85178,VICTORIAN SEWING KIT,288,2011-06-22 10:11:00,0.85,12798,Japan,244.8,2011-06,2011-06,0
550659,22984,CARD GINGHAM ROSE,12,2011-04-20 09:02:00,0.42,17730,United Kingdom,5.04,2011-04,2011-03,1
538397,22896,PEG BAG APPLES DESIGN,50,2010-12-12 11:44:00,2.1,12753,Japan,105.0,2010-12,2010-12,0
565738,85099F,JUMBO BAG STRAWBERRY,10,2011-09-06 12:30:00,2.08,14667,United Kingdom,20.8,2011-09,2010-12,9
554097,22516,CHILDS GARDEN RAKE BLUE,6,2011-05-22 13:01:00,2.1,12567,France,12.6,2011-05,2010-12,5
555568,23308,SET OF 60 VINTAGE LEAF CAKE CASES,3,2011-06-05 15:25:00,0.55,17589,United Kingdom,1.65,2011-06,2011-06,0
537888,22454,MEASURING TAPE BABUSHKA RED,6,2010-12-09 10:04:00,2.95,15358,United Kingdom,17.7,2010-12,2010-12,0
564380,16237,SLEEPING CAT ERASERS,60,2011-08-25 10:39:00,0.21,14314,United Kingdom,12.6,2011-08,2011-08,0
563566,22904,CALENDAR PAPER CUT DESIGN,6,2011-08-17 14:25:00,2.95,13655,United Kingdom,17.7,2011-08,2011-04,4
576665,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1,2011-11-16 11:46:00,1.69,17841,United Kingdom,1.69,2011-11,2010-12,11
574661,22813,PACK 3 BOXES BIRD PANNETONE,12,2011-11-06 11:56:00,1.95,13447,United Kingdom,23.4,2011-11,2011-11,0
549981,20674,GREEN POLKADOT BOWL,12,2011-04-13 15:49:00,1.25,16348,United Kingdom,15.0,2011-04,2011-04,0
555539,22423,REGENCY CAKESTAND 3 TIER,1,2011-06-05 12:44:00,12.75,14472,United Kingdom,12.75,2011-06,2011-01,5
549247,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,2011-04-07 12:04:00,0.85,13752,United Kingdom,20.4,2011-04,2011-04,0
539497,22398,MAGNETS PACK OF 4 SWALLOWS,12,2010-12-20 10:41:00,1.25,12944,United Kingdom,15.0,2010-12,2010-12,0
544355,21328,BALLOONS  WRITING SET,12,2011-02-18 10:53:00,1.65,12714,France,19.8,2011-02,2011-02,0
550527,21394,RED POLKADOT BEAKER,48,2011-04-19 10:48:00,0.39,12476,Germany,18.72,2011-04,2011-01,3
564483,21292,SMALL STRIPES CHOCOLATE GIFT BAG,16,2011-08-25 13:46:00,0.85,14050,United Kingdom,13.6,2011-08,2011-08,0
545690,21901,"KEY FOB , BACK DOOR",2,2011-03-06 12:46:00,0.65,13263,United Kingdom,1.3,2011-03,2011-03,0
562156,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,2011-08-03 11:35:00,3.75,14401,United Kingdom,15.0,2011-08,2010-12,8
568346,22573,STAR WOODEN CHRISTMAS DECORATION,1,2011-09-26 15:28:00,1.63,14096,United Kingdom,1.63,2011-09,2011-09,0
577315,90026D,GLASS BEAD HOOP NECKLACE AMETHYST,1,2011-11-18 13:25:00,8.5,17811,United Kingdom,8.5,2011-11,2011-01,10
547712,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-03-24 19:31:00,1.69,16905,United Kingdom,13.52,2011-03,2010-12,3
551282,48111,DOORMAT 3 SMILEY CATS,2,2011-04-27 13:44:00,7.95,16919,United Kingdom,15.9,2011-04,2010-12,4
541843,84459B,YELLOW METAL CHICKEN HEART,12,2011-01-23 12:08:00,1.49,13659,United Kingdom,17.88,2011-01,2011-01,0
560491,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,1,2011-07-19 10:51:00,1.65,12415,Australia,1.65,2011-07,2011-01,6
557888,21644,ASSORTED TUTTI FRUTTI HEART BOX,2,2011-06-23 13:51:00,1.25,14656,United Kingdom,2.5,2011-06,2011-06,0
557743,23036,T-LIGHT HOLDER SILVER PETIT FOUR,12,2011-06-22 11:59:00,1.25,18155,United Kingdom,15.0,2011-06,2011-06,0
539087,22379,RECYCLING BAG RETROSPOT,15,2010-12-16 09:44:00,2.1,13093,United Kingdom,31.5,2010-12,2010-12,0
557948,22673,FRENCH GARDEN SIGN BLUE METAL,12,2011-06-23 16:35:00,1.25,13937,United Kingdom,15.0,2011-06,2011-06,0
564476,23142,IVORY WIRE KITCHEN ORGANISER,1,2011-08-25 12:57:00,10.4,12610,Italy,10.4,2011-08,2011-08,0
561797,22383,LUNCH BAG SUKI DESIGN,30,2011-07-29 13:37:00,1.65,13178,United Kingdom,49.5,2011-07,2011-05,2
548664,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-04-01 14:45:00,1.25,14911,EIRE,15.0,2011-04,2010-12,4
541215,22383,LUNCH BAG SUKI  DESIGN,10,2011-01-14 13:42:00,1.65,14329,United Kingdom,16.5,2011-01,2011-01,0
579629,23208,LUNCH BAG VINTAGE LEAF DESIGN,1,2011-11-30 12:16:00,1.65,14963,United Kingdom,1.65,2011-11,2011-06,5
545718,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2011-03-07 10:22:00,2.55,12614,Germany,22.95,2011-03,2011-03,0
573305,23555,LANDMARK FRAME NOTTING HILL,1,2011-10-28 16:13:00,12.5,17837,United Kingdom,12.5,2011-10,2011-07,3
579946,23084,RABBIT NIGHT LIGHT,12,2011-12-01 10:44:00,2.08,15993,United Kingdom,24.96,2011-12,2011-10,2
570180,21912,VINTAGE SNAKES & LADDERS,4,2011-10-07 14:28:00,3.75,17509,United Kingdom,15.0,2011-10,2011-10,0
575975,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-11-13 13:18:00,2.95,13536,United Kingdom,17.7,2011-11,2011-09,2
570342,22625,RED KITCHEN SCALES,2,2011-10-10 12:26:00,8.5,17706,United Kingdom,17.0,2011-10,2010-12,10
573387,22998,TRAVEL CARD WALLET KEEP CALM,1,2011-10-30 14:33:00,0.42,15054,United Kingdom,0.42,2011-10,2011-10,0
552185,84692,BOX OF 24 COCKTAIL PARASOLS,25,2011-05-06 13:52:00,0.42,12921,United Kingdom,10.5,2011-05,2011-01,4
573543,23152,IVORY SWEETHEART WIRE LETTER RACK,2,2011-10-31 13:05:00,3.75,17777,United Kingdom,7.5,2011-10,2011-10,0
546091,84991,60 TEATIME FAIRY CAKE CASES,24,2011-03-09 11:53:00,0.55,14936,Channel Islands,13.2,2011-03,2011-03,0
572227,23531,WALL ART BIG LOVE,1,2011-10-21 14:01:00,6.95,15051,United Kingdom,6.95,2011-10,2011-10,0
553833,21937,STRAWBERRY   PICNIC BAG,1,2011-05-19 11:41:00,2.95,17346,United Kingdom,2.95,2011-05,2010-12,5
